subset,vulnerability_mse,vulnerability_mae,adaptation_mse,adaptation_mae,route_bce,route_accuracy,route_precision,route_recall,route_f1,total_loss
all,0.09989325702190399,0.23411402106285095,0.00010790808300953358,0.007616476621478796,0.4457898565701076,0.7991698595146871,0.8182155918284955,0.8411209176442539,0.8295101632498887,0.5457910216750211
