quarter,num_nodes,num_edges,vulnerability_mse,adaptation_mse,route_accuracy,route_f1
2014Q1,500,219832,0.10452704131603241,0.0005983937298879027,0.8200080061137596,0.8200243800374798
2014Q2,500,221774,0.08987843990325928,4.948070636601187e-05,0.8384706953926069,0.8379321109135575
2014Q3,500,221720,0.1093483492732048,1.131698809331283e-05,0.7772009742016959,0.7852973518021914
2014Q4,500,225956,0.09271370619535446,1.782535582606215e-05,0.8289932553240454,0.8362031691125976
2015Q1,500,225246,0.10165918618440628,4.33665945820394e-06,0.7922582420997487,0.8234726020937471
2015Q2,500,222392,0.11429321020841599,3.329237370053306e-05,0.7638224396561027,0.8056264848902014
2015Q3,500,222816,0.08683283627033234,4.0710801840759814e-05,0.7733780338934367,0.8722088794519369
