subset,vulnerability_mse,vulnerability_mae,adaptation_mse,adaptation_mae,route_bce,route_accuracy,route_precision,route_recall,route_f1,total_loss
train,0.09962534159421921,0.23213139176368713,0.00013627056614495814,0.008232975378632545,0.4364741086959839,0.8113793462344598,0.7901675603107022,0.8535153268606116,0.820620727729155,0.5362357208563481
